vertices,Edges,pathlength,time taken,iteration
30,870,8,3962,1
40,1560,8,6364,1
50,2450,8,9292,1
60,3540,8,12889,1
70,4830,8,17317,1
80,6320,8,21123,1
90,8010,8,26247,1
100,9900,8,31660,1
150,22350,8,67019,1
200,39800,8,115521,1
250,62250,8,177438,1
300,89700,8,252776,1
350,122150,8,342423,1
400,159600,8,442989,1
450,202050,8,555183,1
500,249500,8,684119,1
10,90,8,752,1
20,380,8,2251,1
30,870,8,3966,1
40,1560,8,6347,1
50,2450,8,9292,1
60,3540,8,12858,1
70,4830,8,16880,1
80,6320,8,21312,1
90,8010,8,26283,1
100,9900,8,32630,1
150,22350,8,67785,1
200,39800,8,116444,1
250,62250,8,178637,1
300,89700,8,252466,1
350,122150,8,341078,1
400,159600,8,446889,1
450,202050,8,552281,1
500,249500,8,678457,1
10,90,8,762,1
20,380,8,2203,1
30,870,8,4017,1
40,1560,8,6352,1
50,2450,8,9289,1
60,3540,8,12940,1
70,4830,8,16859,1
80,6320,8,21466,1
90,8010,8,26303,1
100,9900,8,31657,1
150,22350,8,67702,1
200,39800,8,114929,1
250,62250,8,179141,1
300,89700,8,251950,1
350,122150,8,341437,1
400,159600,8,443391,1
450,202050,8,552400,1
500,249500,8,692450,1
10,90,8,745,1
20,380,8,2094,1
30,870,8,3951,1
40,1560,8,6351,1
50,2450,8,9488,1
60,3540,8,13391,1
70,4830,8,16755,1
80,6320,8,21171,1
90,8010,8,26460,1
100,9900,8,31550,1
150,22350,8,67284,1
200,39800,8,115060,1
250,62250,8,177490,1
300,89700,8,251728,1
350,122150,8,340725,1
400,159600,8,442262,1
450,202050,8,555427,1
500,249500,8,679899,1
10,90,8,750,1
20,380,8,2025,1
30,870,8,4132,1
40,1560,8,6563,1
50,2450,8,9247,1
60,3540,8,13025,1
70,4830,8,16806,1
80,6320,8,21166,1
90,8010,8,26428,1
100,9900,8,31644,1
150,22350,8,67530,1
200,39800,8,114911,1
250,62250,8,176719,1
300,89700,8,256201,1
350,122150,8,341710,1
400,159600,8,444702,1
450,202050,8,556034,1
500,249500,8,682434,1
10,90,8,1055,1
20,380,8,2382,1
30,870,8,3982,1
40,1560,8,6405,1
50,2450,8,9328,1
60,3540,8,12902,1
70,4830,8,16814,1
80,6320,8,21201,1
90,8010,8,26307,1
100,9900,8,31937,1
150,22350,8,66980,1
200,39800,8,115627,1
250,62250,8,177059,1
300,89700,8,255392,1
350,122150,8,341964,1
400,159600,8,446069,1
450,202050,8,558619,1
500,249500,8,679006,1
10,90,8,786,1
20,380,8,2609,1
30,870,8,4215,1
40,1560,8,6482,1
50,2450,8,9268,1
60,3540,8,13078,1
70,4830,8,17223,1
80,6320,8,21150,1
90,8010,8,26471,1
100,9900,8,31807,1
150,22350,8,66846,1
200,39800,8,115849,1
250,62250,8,176568,1
300,89700,8,255181,1
350,122150,8,341855,1
400,159600,8,444750,1
450,202050,8,560728,1
500,249500,8,682630,1
