vertices,Edges,pathlength,time taken,iteration
20,182,8,2055,1
30,448,8,3465,1
40,790,8,6039,1
50,1194,8,8303,1
60,1732,8,9942,1
70,2388,8,13046,1
80,3124,8,15326,1
90,4012,8,18804,1
100,5024,8,22984,1
150,11270,8,46648,1
200,19866,8,76800,1
250,31120,8,117390,1
300,44712,8,162846,1
350,60878,8,292143,1
400,79560,8,286815,1
450,101308,8,373489,1
500,125212,8,469222,1
10,56,8,789,1
20,194,8,1958,1
30,426,8,3673,1
40,774,8,5274,1
50,1220,8,10019,1
60,1760,8,11380,1
70,2392,8,12887,1
80,3104,8,15421,1
90,3950,8,18927,1
100,4928,8,22669,1
150,11264,8,46403,1
200,19940,8,83406,1
250,31296,8,137167,1
300,44988,8,183493,1
350,61392,8,232175,1
400,80260,8,298863,1
450,101418,8,360064,1
500,125204,8,452846,1
10,42,8,606,1
20,162,8,1906,1
30,406,8,3388,1
40,760,8,5143,1
50,1232,8,7260,1
60,1816,8,9803,1
70,2462,8,12470,1
80,3234,8,15763,1
90,4082,8,19196,1
100,5064,8,23015,1
150,11244,8,48353,1
200,19938,8,84905,1
250,31222,8,116448,1
300,44846,8,176753,1
350,60882,8,227062,1
400,79822,8,284736,1
450,100862,8,397127,1
500,124848,8,440047,1
10,46,8,613,1
20,188,8,1880,1
30,418,8,3321,1
40,772,8,5202,1
50,1224,8,8271,1
60,1778,8,9607,1
70,2416,8,12372,1
80,3184,8,15661,1
90,4014,8,18768,1
100,4986,8,22611,1
150,11274,8,47907,1
200,19902,8,78656,1
250,31162,8,115796,1
300,44818,8,163428,1
350,60966,8,233853,1
400,79896,8,286512,1
450,101082,8,362935,1
500,124832,8,445426,1
10,44,8,658,1
20,204,8,2005,1
30,454,8,3869,1
40,770,8,5571,1
50,1214,8,7523,1
60,1764,8,9834,1
70,2392,8,12983,1
80,3114,8,16283,1
90,3946,8,19460,1
100,4870,8,23626,1
150,11010,8,47051,1
200,19572,8,78235,1
250,31008,8,118755,1
300,44572,8,166427,1
350,60808,8,223362,1
400,79636,8,285368,1
450,100780,8,357095,1
500,125176,8,431890,1
