vertices,Edges,pathlength,time taken,iteration
30,870,8,4520,1
40,1560,8,7198,1
50,2450,8,10567,1
60,3540,8,14409,1
70,4830,8,18424,1
80,6320,8,23108,1
90,8010,8,28294,1
100,9900,8,34211,1
150,22350,8,71844,1
200,39800,8,122679,1
250,62250,8,184579,1
300,89700,8,261522,1
350,122150,8,352149,1
400,159600,8,465888,1
450,202050,8,565377,1
500,249500,8,693330,1
10,90,8,963,1
20,380,8,2485,1
30,870,8,4555,1
40,1560,8,7169,1
50,2450,8,10300,1
60,3540,8,14024,1
70,4830,8,19114,1
80,6320,8,23041,1
90,8010,8,28638,1
100,9900,8,34421,1
150,22350,8,72230,1
200,39800,8,122158,1
250,62250,8,184156,1
300,89700,8,262531,1
350,122150,8,354811,1
400,159600,8,453425,1
450,202050,8,566729,1
500,249500,8,697342,1
10,90,8,972,1
20,380,8,2434,1
30,870,8,4557,1
40,1560,8,7145,1
50,2450,8,10338,1
60,3540,8,14238,1
70,4830,8,18627,1
80,6320,8,23163,1
90,8010,8,29058,1
100,9900,8,34223,1
150,22350,8,71392,1
200,39800,8,122080,1
250,62250,8,186707,1
300,89700,8,262201,1
350,122150,8,352030,1
400,159600,8,460469,1
450,202050,8,566776,1
500,249500,8,694311,1
10,90,8,968,1
20,380,8,2450,1
30,870,8,4680,1
40,1560,8,7155,1
50,2450,8,10839,1
60,3540,8,14830,1
70,4830,8,18409,1
80,6320,8,23428,1
90,8010,8,28657,1
100,9900,8,34252,1
150,22350,8,71771,1
200,39800,8,121431,1
250,62250,8,185712,1
300,89700,8,261254,1
350,122150,8,352300,1
400,159600,8,457035,1
450,202050,8,568707,1
500,249500,8,695750,1
10,90,8,959,1
20,380,8,2444,1
30,870,8,4535,1
40,1560,8,7165,1
50,2450,8,10290,1
60,3540,8,14928,1
70,4830,8,18579,1
80,6320,8,23161,1
90,8010,8,28165,1
100,9900,8,34428,1
150,22350,8,71599,1
200,39800,8,120793,1
250,62250,8,184557,1
300,89700,8,266241,1
350,122150,8,353374,1
400,159600,8,455011,1
450,202050,8,564667,1
500,249500,8,692576,1
10,90,8,975,1
20,380,8,2454,1
30,870,8,4550,1
40,1560,8,7187,1
50,2450,8,10307,1
60,3540,8,14639,1
70,4830,8,19962,1
80,6320,8,23590,1
90,8010,8,28441,1
100,9900,8,34166,1
150,22350,8,72595,1
200,39800,8,123134,1
250,62250,8,183922,1
300,89700,8,264527,1
350,122150,8,353448,1
400,159600,8,460639,1
450,202050,8,569099,1
500,249500,8,702763,1
10,90,8,968,1
20,380,8,2474,1
30,870,8,4598,1
40,1560,8,7146,1
