vertices,Edges,pathlength,time taken,iteration
450,101078,8,331947,1
500,124762,8,406805,1
10,52,8,338499,724
20,198,8,13012,11
30,434,8,6538,3
40,796,8,7578,2
50,1262,8,6299,1
60,1834,8,8548,1
70,2462,8,11039,1
80,3220,8,13729,1
90,4024,8,16766,1
100,4956,8,20523,1
150,11208,8,42096,1
200,20020,8,72115,1
250,31364,8,109091,1
300,45070,8,155316,1
350,61006,8,207715,1
400,80268,8,271012,1
450,101384,8,336096,1
500,125164,8,409131,1
10,60,8,342705,711
20,222,8,6259,5
30,488,8,2998,1
40,846,8,4563,1
50,1296,8,6392,1
60,1812,8,8643,1
70,2436,8,10958,1
80,3200,8,13731,1
90,4034,8,17357,1
100,5014,8,20489,1
150,11196,8,41763,1
200,19914,8,71451,1
250,31136,8,109997,1
300,44930,8,153015,1
350,61340,8,207671,1
400,80000,8,267040,1
450,101224,8,336901,1
500,125062,8,411750,1
10,46,8,79718,171
20,196,8,1567,1
30,436,8,8674,4
40,786,8,7471,2
50,1210,8,6389,1
60,1732,8,13724,2
70,2352,8,10501,1
80,3174,8,13879,1
90,4028,8,17014,1
100,4968,8,20346,1
150,11292,8,42444,1
200,20036,8,72038,1
250,31298,8,108170,1
300,45216,8,154298,1
350,61004,8,206109,1
400,79376,8,263896,1
450,100636,8,332796,1
500,124262,8,406157,1
10,40,8,1879261,4096
20,176,8,4830,4
30,438,8,2843,1
40,790,8,4323,1
50,1236,8,6219,1
60,1784,8,8422,1
70,2388,8,10780,1
80,3158,8,13804,1
90,3962,8,16638,1
100,4878,8,19620,1
150,11038,8,40709,1
200,19758,8,69286,1
250,30784,8,105587,1
300,44548,8,149949,1
350,60740,8,200761,1
400,79358,8,257845,1
450,101014,8,328547,1
500,124728,8,404933,1
10,42,8,720577,1561
20,190,8,16634,14
30,408,8,2849,1
40,748,8,7202,2
50,1188,8,6079,1
60,1702,8,8315,1
70,2358,8,10986,1
80,3136,8,13831,1
90,4024,8,16961,1
100,5024,8,20066,1
150,11302,8,42775,1
200,20078,8,70762,1
250,31326,8,108980,1
300,45042,8,148974,1
350,61288,8,210134,1
400,80048,8,264615,1
450,101304,8,334423,1
500,124972,8,405660,1
