vertices,Edges,pathlength,time taken,iteration
10,48,8,36236,71
20,188,8,1561,1
30,398,8,4622,2
40,718,8,4229,1
50,1138,8,5691,1
60,1712,8,8394,1
70,2350,8,10786,1
80,3038,8,13464,1
90,3850,8,16836,1
100,4840,8,20207,1
150,10894,8,43000,1
200,19840,8,73252,1
250,31100,8,109555,1
300,44828,8,152858,1
350,61000,8,204845,1
400,79694,8,268909,1
450,101068,8,339663,1
500,124772,8,408334,1
10,46,8,51624,107
20,190,8,1580,1
30,442,8,2919,1
40,786,8,10782,3
50,1266,8,6415,1
60,1788,8,8605,1
70,2434,8,10876,1
80,3126,8,14122,1
90,3974,8,16787,1
100,4892,8,20253,1
150,11292,8,42804,1
200,20008,8,71763,1
250,31252,8,111764,1
300,45104,8,154990,1
350,61600,8,205236,1
400,80158,8,266191,1
450,101274,8,336845,1
500,124922,8,406351,1
10,38,8,21903,46
20,170,8,3664,3
30,380,8,4635,2
40,738,8,4307,1
50,1180,8,6186,1
60,1696,8,8263,1
70,2364,8,10823,1
80,3114,8,13774,1
90,4000,8,16781,1
100,4958,8,20358,1
150,11134,8,41912,1
200,19784,8,73321,1
250,31046,8,106635,1
300,45076,8,152783,1
350,61418,8,209776,1
400,80088,8,272175,1
450,101344,8,336566,1
500,124974,8,415674,1
10,54,8,15348,31
20,218,8,2885,2
30,468,8,2937,1
40,826,8,4610,1
50,1304,8,6541,1
60,1836,8,8793,1
70,2482,8,11211,1
80,3176,8,14000,1
90,4002,8,16894,1
100,4962,8,20495,1
150,11150,8,42835,1
200,19780,8,109478,2
250,31046,8,109302,1
300,44748,8,141644,1
350,61002,8,210516,1
400,79516,8,269187,1
450,100816,8,338654,1
500,124332,8,415749,1
10,34,8,44475,96
20,194,8,1487,1
30,428,8,2583,1
40,800,8,4564,1
50,1232,8,6409,1
60,1808,8,8560,1
70,2454,8,12194,1
80,3156,8,14001,1
90,4020,8,17188,1
100,4946,8,20470,1
150,10994,8,41644,1
200,19696,8,71986,1
250,31010,8,106901,1
300,44746,8,156153,1
350,61184,8,209465,1
400,79680,8,267981,1
450,100830,8,307603,1
500,124460,8,405952,1
