vertices,Edges,pathlength,time taken,iteration
300,894,8,16280,1
350,1044,8,19273,1
400,1194,8,22056,1
450,1344,8,25727,1
500,1494,8,28123,1
10,24,8,9442,21
20,54,8,1822,2
30,84,8,5610,4
40,114,8,1849,1
50,144,8,2494,1
60,174,8,2956,1
70,204,8,3546,1
80,234,8,4266,1
90,264,8,4445,1
100,294,8,5283,1
150,444,8,7850,1
200,594,8,10048,1
250,744,8,12668,1
300,894,8,32484,2
350,1044,8,19711,1
400,1194,8,22619,1
450,1344,8,26781,1
500,1494,8,29981,1
10,24,8,8364,18
20,54,8,3692,4
30,84,8,1593,1
40,114,8,1841,1
50,144,8,2465,1
60,174,8,2896,1
70,204,8,3322,1
80,234,8,4176,1
90,264,8,4404,1
100,294,8,4921,1
150,444,8,7654,1
200,594,8,10470,1
250,744,8,13193,1
300,894,8,16212,1
350,1044,8,19582,1
400,1194,8,25128,1
450,1344,8,26466,1
500,1494,8,29787,1
10,24,8,1496,3
20,54,8,946,1
30,84,8,4229,3
40,114,8,1954,1
50,144,8,2296,1
60,174,8,2887,1
70,204,8,3369,1
80,234,8,3814,1
90,264,8,4364,1
100,294,8,4812,1
150,444,8,7362,1
200,594,8,10342,1
250,744,8,12573,1
300,894,8,16964,1
350,1044,8,18332,1
400,1194,8,23602,1
450,1344,8,25191,1
500,1494,8,33779,1
10,24,8,9690,18
20,54,8,7278,7
30,84,8,3340,2
40,114,8,1938,1
50,144,8,2679,1
60,174,8,3563,1
70,204,8,3992,1
80,234,8,5748,1
90,264,8,4903,1
100,294,8,5149,1
150,444,8,7707,1
200,594,8,10531,1
250,744,8,13732,1
300,894,8,15749,1
350,1044,8,18327,1
400,1194,8,22534,1
450,1344,8,24713,1
500,1494,8,29559,1
