vertices,Edges,pathlength,time taken,iteration
50,1220,5,3514,1
60,1776,5,5117,1
70,2460,6,12702,1
80,3222,6,19599,1
90,4058,6,19611,1
100,4992,6,26673,1
150,11194,7,90404,1
200,20018,7,63913,1
250,31474,7,117468,1
300,44684,8,294270,1
350,60820,8,360240,1
400,79714,8,493757,1
450,101046,8,488742,1
500,124636,8,805934,1
10,48,3,73,2
20,180,4,105,1
30,438,4,218,1
40,778,5,839,1
50,1222,5,1232,1
60,1754,5,1696,1
70,2366,6,3417,1
80,3158,6,4806,1
90,4020,6,6445,1
100,4930,6,7378,1
150,11050,7,32065,1
200,19738,7,58512,1
250,30878,7,101585,1
300,44378,8,204172,1
350,60790,8,336635,1
400,79730,8,492420,1
450,100938,8,646612,1
500,125002,8,947156,1
10,34,3,80,1
20,188,4,175,1
30,434,4,332,1
40,808,5,953,1
50,1270,5,1359,1
60,1798,5,1914,1
70,2454,6,4999,1
80,3180,6,6308,1
90,4008,6,7737,1
100,4954,6,8847,1
150,11222,7,27335,1
200,19872,7,40796,1
250,31190,7,71884,1
300,45028,8,267312,1
350,60616,8,470574,1
400,79324,8,435611,1
450,101672,8,850584,1
500,125512,8,722916,1
10,54,3,86,2
20,212,4,139,1
30,434,4,258,1
40,780,5,1229,2
50,1176,5,1002,1
60,1750,5,1424,1
70,2420,6,3876,1
80,3124,6,5075,1
90,4026,6,5908,1
100,4988,6,7084,1
150,11190,7,31943,1
200,19918,7,66833,1
250,31114,7,112340,1
300,44744,8,371300,1
350,61152,8,316375,1
400,79562,8,434266,1
450,100446,8,645119,1
500,124322,8,687250,1
10,32,3,120,1
20,186,4,213,1
30,420,4,381,1
40,748,5,1083,1
50,1178,5,1559,1
60,1714,5,2169,1
70,2382,6,5806,1
80,3124,6,7024,1
90,3988,6,7310,1
100,4974,6,7297,1
150,11192,7,29512,1
200,20022,7,42884,1
250,31300,7,72607,1
300,45176,8,227239,1
350,60990,8,276391,1
400,79944,8,383087,1
450,101080,8,454172,1
500,124466,8,896682,1
