vertices,Edges,pathlength,time taken,iteration
20,174,8,1458,1
30,436,8,2712,1
40,790,8,4200,1
50,1194,8,5925,1
60,1708,8,7847,1
70,2372,8,10344,1
80,3082,8,12746,1
90,3934,8,16775,1
100,4882,8,19231,1
150,11172,8,43015,1
200,19900,8,69823,1
250,31210,8,104507,1
300,44724,8,164948,1
350,61104,8,232723,1
400,80030,8,256528,1
450,101086,8,318364,1
500,124846,8,393996,1
10,50,8,580,1
20,194,8,1489,1
30,430,8,2700,1
40,768,8,4211,1
50,1218,8,5942,1
60,1784,8,8180,1
70,2448,8,10423,1
80,3196,8,13091,1
90,4078,8,17005,1
100,5018,8,19423,1
150,11116,8,42525,1
200,19734,8,70901,1
250,30814,8,103576,1
300,44534,8,144730,1
350,60816,8,197237,1
400,79380,8,258875,1
450,100534,8,333568,1
500,125216,8,396900,1
10,54,8,953,1
20,222,8,2066,1
30,486,8,2988,1
40,852,8,4808,1
50,1262,8,6311,1
60,1786,8,8603,1
70,2424,8,10359,1
80,3118,8,13006,1
90,3978,8,16225,1
100,4888,8,19344,1
150,11244,8,40508,1
200,20012,8,70212,1
250,31342,8,119835,1
300,45038,8,147691,1
350,61198,8,209510,1
400,79996,8,263162,1
450,101106,8,323428,1
500,124516,8,420801,1
10,40,8,551,1
20,170,8,1497,1
30,420,8,3274,1
40,798,8,4642,1
50,1214,8,6441,1
60,1710,8,8340,1
70,2392,8,11068,1
80,3166,8,14030,1
90,3976,8,17116,1
100,4926,8,20414,1
150,11260,8,42825,1
200,20018,8,75495,1
250,31286,8,112636,1
300,44912,8,154282,1
350,61308,8,209117,1
400,80078,8,262589,1
450,101494,8,327844,1
500,125156,8,420807,1
10,44,8,570,1
20,198,8,1540,1
30,440,8,3005,1
40,790,8,4307,1
50,1216,8,6059,1
60,1754,8,8129,1
70,2440,8,11516,1
80,3140,8,14214,1
90,3982,8,16380,1
100,4920,8,19553,1
150,11122,8,40180,1
200,19774,8,71618,1
250,31082,8,114032,1
300,44946,8,155815,1
350,61108,8,213087,1
400,80016,8,276187,1
450,101246,8,345303,1
500,124792,8,410482,1
